canonical_id,canonical_name,members
003ff52b3d046b9aac1f731f4010c804fc4110e7,,1
004062bd9251fe193cf9e39c0606498a98bb40ad,,1
00412516a2cdb347b28990287312595c791e74c4,,1
0041acaa1369d7c7e1d8efe558b33b6411383553,,1
004410070b328ef003e83f7b9e4eebb380e34466,,1
004599162ebced5477c7f14898dd582f010d6f01,,1
004acfc35de75b151730620081d2f9a2cf2e6dcc,,1
004b8c4841cdac13dfef9b6d48343497f956056d,,1
004d99436711b18ec5130105919a609d919baaee,,1
004f35a942054cb2681766059f0e1357101e6b7e,,1
004f735f0fcfd13b38fb251c17d96a54caae63b9,,1
0052835856ca05724aa446a2d908fd265d6c6282,,1
0053cf8efd8da45df51e435e4c61f56c80dce2cf,,1
0054aaa5c1deaac0a7ffe31e396e8a4236049c10,,1
0054b3e5310162546488b3943504166716132fda,,1
005597494732edb8dbcede9318a3c4d73a542326,,1
0056038001c0577e8b8aa3981a7a132003f7b5f6,,16
00563abc1852ff2cba6a4135195bddb790c81421,,1
0056957b3e1b0d6f17bb6c448841e349a0a4a3be,,1
00573412d6c0c63a38d23d626d92102cbd21b24c,,1
00577583f77c3793c6e2a41cfe9191d36025170c,,1
005876ae5897777515e89361c3fbacc7d24c5fa5,,1
005b527e1ed93d5d01ff5fe5428a42e278fa6df3,,1
005bf5180504bf6527bd3a7f85b816cbe00977b1,,1
005d2e86f089f2d513d09a82bfcb94f788d2ae98,,1
005d5cdc8295dbbf23d20a6c2b6b7cb5cf9bc757,,1
005eab58cfa4286898fd899c8924f1180ba582da,,1
005f5c8c03523f999f15bb208a5b3ece6a2ff362,,1
0061aab44cc75deebd1bba1dae98f4d76066f2f4,,1
006282dff7c7f1889047073a24950b8c024b0a2e,,1
0063127f5261aeaeeb10af28eee06046637e308a,,1
006325dddd1533e6fa6e5069113de689448c399d,,1
006363d6f2611b8728da103576995ae5359c8ebc,,1
0063c3035e83b99571e14d9de086da7be0d2db2f,,1
00650332eb301b49c26dee57aade869aab1c6429,,1
0068573f23dd28e2752b632adb9bad8cbb2889ff,,1
006a1cd238827781cede17f10a23b87e518a962b,,1
006d8fb18cc11c0ae3a1829f24c081044f7516a7,,1
006db2fe49d4ccbc3ec2c861a20086e95366d89e,,1
006f7e16f18dd4662d9449195811a09c20fee670,,1
0070f73c53ce0753bc8a5f5384ab96c454f84823,,1
00718ec8a292e01f081b4578fd46daa1b85e55c5,,1
0075640f23bb5ce435b06195283873168a4ec7bb,,1
00756cd5bddf9ec199508c59203705128d2f76c9,,1
0075f836984b0df64b6ee9e1c33185680aea1f32,,1
0078ff79f52afebd018fbc2a73428e1fe693db56,,1
007df81b16617d82fb3b90ef9eed69b18f85120d,,1
007e9cf5080e34ff83bc51925512bbab0109e483,,1
007f3e4dd9c1c5441f78a1a0e9a0676c460f37dd,,1
00802e897334e29e0d2d40849a47bd069c26f4bf,,1
00846373eec792d6976f277163f768d8d72e086a,,1
0084938e1fdd023a9779ebab73725e4969c5158a,,1
00861b5f859eb3146203691790641cea7bf6bc38,,1
008b1ca7729090fd7a9b1adba14c81a9ba4f9629,,1
008e27471298a136dc3f2778902980c3924a95ec,,1
008e57a5e7f69e00d19aa3a4495f124bfc7b14e1,,1
00901cfa595c3c03acc79b933deaaeab10a29623,,8
0090a68b59032858d0977f5b918f7b13f37ffe2f,,1
00957f03a1f813e3766cb8cdd129baf08280a62a,,1
0095a6e7c3ff569be278d9f6c60f2adb2e71a9a3,,1
0095b5c55adf4675a2aa29f25a0d54be87eaed05,,1
0095dce79f007636ce8031932845f7265adf0a61,,1
00965fb32c18fdb8bbfb70bacaaa3d96ea903a72,,1
00994968a32a7d0f7c9bc31b91d4b2e64bf710ea,,1
00994c06a7b868433695c0e696d65104a5233084,,1
009f44bc6e074941be708b1c8946b67bb1209dc5,,1
009f5018de7f2b617b8094fc7f68b9a26dc59515,,1
00a00d2c31c9ef4d62a6b9693677510ce2451f0d,,1
00a07086d9af419c8c2b5a6dec936bea6092be2b,,1
00a1276e2c80a7a006e7547ce59914c4b72e8057,,1
00a1bc05e42b5f110e08459d0af3b9198de85090,,1
00a8896a836fc95b9903364a76dd619b4e8c1819,,1
00ade945d6d2c47ffc602a971ff1f0d985279f29,,1
00b0cad7e298d0cabac7da0e360ab0f75ffa301b,,1
00b216c2bb5dfb5ef9d2e6d6c8cc4cf3381dc7f3,,1
00b60cc940cb146759e6862128fc7309c03f9ae4,,1
00b79d17c053da7297b989cd58fc652e49876702,,1
00b8d1b61b6f4530fa7d406e610c3455eb50d4c0,,2
00ba74450b628b3ba614a3a32ec19ad6d08d329c,,1
00bb1ca06003c2af546d125025e220963b39f4ce,,1
00bc1ca08a0c704c6b3dd0d46e9ccc18f0be13f9,,1
00bc9a18fe506d52396b0e77364a999373bacc73,,1
00bd8490022343a393a71260898aaee14fdff4f3,,1
00bd8f8c643a0cdcc5d5c6cdbc04d84b645966f7,,21
00bef658f186a89d78bee0c389cf4a61c450b6e2,,1
00c2b43868cab914d9ac3cb2b80210790dc295ec,,1
00c30c47a8792159ca56741974cf5772b4502ad8,,1
00c4c6ce908afbcda4d91c36750cfe2eb9118d91,,1
00c4f7c9a9dd52cc9b79e736380b4f389f6987bf,,1
00c722140efeb66abaa83e1282f86e2d4b871782,,1
00cd87f9ff096d88ea2c7b79dec8373c910b46c9,,1
00cdac49c6ee819f5fa03a8f5911f1bc79ae0c3c,,1
00cfc15636c201543b73b6f6dd2ba6c8da7f46bb,,1
00d17a17b0a06396c46c4fcb8705899b8bf593f2,,1
00d6d99e4ec69867090252c76ccfd87c6410b445,,1
00d91b1cab714addf3c13262d78345e40ea54965,,1
00dc4b30d5782bfdf35d3ec52059b8ae9846fa8f,,1
00e31ce1f4d88c52d37fc5aa0994f5b7bce4c9e7,,1
00e403a27c017aa9394334cfcfaa92ec21d1d8ce,,3
00e5442a960c9fd0808ee1cdc79cd5f9df1f5715,,1
00e5b3aec7d6fa43a3d33f10cca0253bb9d5efd8,,1
00e61400ee6bc59fc25c3c6ea635b9b6d19e2451,,1
00e81aa7cb2f3856f72f1a77247a67a43152305d,,1
00ecaa0f6280d8a26df6fa9b69b9132ec2880554,,1
00ee1720196168f30433876a70197b630ef31fda,,1
00ef0782f0599646d9a2ca5068a651701ad5a880,,1
00f020995507b2e1c2e5180d8ead30ebf9567777,,1
00f11fc408532334d2b7bb553a16f4f663ad11a9,,1
00f1d9de18e09dcb9d1396871f478e6201b848d4,,1
00f4b7aee4b2f38d4c0eb9613d3f57d27253fa1b,,1
00f4ebe83cf865a3c0ddd52266b22c1264deac9c,,1
00f619a5e40578bfa48949fcb5ab321f7da4c74d,,1
00f7bcf9c27a1f1c0c59f26d4b4700e9be1543f7,,1
0100ab1b2fc19952ba3c0f98f1845eac88adf488,,1
0100c418f7a58fb98c88aa67095a5f36dedacb88,,1
0106213ac1e74c8146384447ed0fd52ac0a029c7,,2
010c4505ba4420a5015b355694ebb988feaec338,,1
010e10871c37dded40e31bc38ed4e2ab0975d6f9,,1
011096111992da4808032657ae70fb797b1c90f4,,1
01134347acc1c6548cafa7dd3c3a52d29dbe705f,,1
01137e24a6a732a7671f8661f449a789bb917385,,1
0113b2262de568c934175ac7ef56c14a2d0f342c,,1
01149220441b95397611b5edad03424a20991618,,1
0114d2e8fd2f0225faabdaf025115e0f3341f435,,1
0115fea0b89bd8defa6c5b5d4072fc82ce650eab,,1
0117be08d9bc29faeeb132f5fce5cd4febcf19f6,,1
0117f036ca4d0824ee194eafd5cfae82ea9bdde6,,1
01192e3323ae94c45e9ecc4181f7d53d114f3312,,1
011ca5289d5f360c2926ebc025b31bd93ea6bbe0,,1
011e85b5db1966777802b73c51d7fcf7577eb20f,,1
011fd2f4ce5e2f9c25f6a903d1ceaf6bf6ed6fb3,,1
0120876f1a51cd4f6afb02f8db5143ce1ff2de81,,1
0120ecea89f3693525261f24458401e044807582,,1
01214a905e8a9c626940cef9007ef8506270fea1,,3
0121da092a54401db8b1605f37ac0e70d4e420db,,1
0122ec211ce16d5b3634a1a422cbdc4bd8ad1fe8,,1
012311ec2e0ea605e7a9630cb1441a95bfc9a9b2,,1
0124a690952b2209873c57611a1a2f20d91eefe5,,1
0126a02fedadee590c817559e4f5bf654fcecfbe,,1
01270e4d93fc8f2b10b94d53c2c4a285596ba306,,1
0128d8b5d5c741efb3a4c529f01639efa513e83b,,1
0128eb49bfa0a67a6f0cece6a200b76573f3f417,,1
012d9761acdfe435e5ce8e61b26ad611881d3b68,,1
01326d658c79500163571eee14d35984b6f0df98,,1
0133698b58088d75075ac971a87edb3748d5c8fe,,1
013510b4a5a7e2fcadeeec30f40bee9b3ebbd477,,1
01352c115e576f49fbd9a80cf531a5b9812e48cf,,1
01363753e93f5db9093bf63ea334d19dae1cc732,,1
0139c4892b22ff3805d1b958d473cf36647c4b9a,,1
013b08541cdbed00f9f7115ee94fd0bd3b18c8df,,1
013c10f4dd913063e0a83a7737fe3d0092566202,,1
013efe50edbfd15163e12f0fcb5553d8c24d762e,,1
0142f8bde1c39dd3fb254f8eb5c35973f0aea606,,1
0144c98c52cc6db23254eacc306b5547719adcba,,1
01465e9525b32ca7b6ae7a6ce3ea3c305507c095,,1
0146a6002e3ea9f66206de0a3ba8920a5a04c788,,1
01499022735ae828887aad9017c707b613bb1259,,1
014a95719151ba629a08ade7920c54bd71032837,,1
014e0d675f10c31062f97ef07e992e45fa3b0575,,1
014ee555a3f33964e9600d3693eb9cddad9e0f8d,,1
015054b0ca6b80e0ed8c2df6d5c2fa46feda4131,,1
01572a25d1c452471ad0f68af1f16d5bd7cd0b0a,,1
015823c229417ce55fd35112bb09b1e0e4f328e2,,1
015aef93cd39d3a67cfd789856acdbb9b04ef420,,1
015eeef464c21ac2990f89c8b31a6f2dd7f741e8,,1
015fa159c256658294c183514ff782204a164f75,,1
0165a1cb80cf86b2aa4347a2c7c6a6c53f6a9c96,,1
01680810c5c67a92501d6e4d27e06b2e09c5feda,,6
0168a98437e3b7bb731d45cc5efcacee1cbb9dc9,,1
016dd41ce43133c1c049eb351b25b1070c8b2a7a,,1
016e917cf1cd7eae5ecf422745b7181af05b46ef,,1
016eeecda8b47d08b3494898469019bfac34bde0,,2
016ff65d17fa6a9842fb4ac37b1641aa90acec1c,,1
0173385e6d1500dc7d83df98b1d88832b9bf5711,,1
01740187a98adb36f4f0b0fb1536f4874b8fa2de,,1
0174d5b62ff5d4928a16049c202327d7c679d699,,1
01780e2d7a0fdc69ec97228bb94d312ab7a04768,,1
0179529dd63b1a7eb39d56b75fc9ef07222e26d1,,1
017b11d7c820ff21c4791bf525c8a82b0cc1d6d5,,1
018104aa002d34aa06752773a82a967597da85aa,,1
01813b7e93e9226ec6be69f3a9ef8495e2ef6403,,1
01858a58f22f0c175af77e9682a0c3054f2940f4,,1
018b65bbf4fcc477654b2ee43caa791924cd9992,,1
018d264fbb6fd6b9b9046df6b6a690fe1f18f93c,,1
018e468c9b89239d50b8820829e72d8fa784222f,,1
018ee543fddc59d83ccaf19cd90ac9e71d6cf0e9,,1
0191393bfaf6ee54b90e78ddb1813dd0c7556eef,,1
019251ea149efb637f2e1c33fc683adc81b6ae34,,1
0192f105a1a804c1f57f8d9260d2b41d98126fdf,,1
019328a23107ac77791c759e8ded3371702b3b2b,,1
0193598a93e12ac2b73436b61582db7bd4ae7dd8,,1
01965865f9ad90a68f84c2951e496e933bf1abcb,,9
019b0ac46c85c605271f3104394275f380bd3af1,,1
019c871fe3918aeab33c53db01174285f19601b7,,2
019d504446c6bda61f61bc8605549e603e6cf129,,1
019e1d0a63e052cf5ba56e877bf089a8d56fdcd0,,1
019e31c4b8e8acce32d51a1fc5537c599c9a11c9,,1
019e9a47aaae487a05b853474f9c0e7dd169c7e2,,1
01a03b4f814f8bdc019d1e690e3d149fa4f6f562,,1
01a1f41fa86057cab9d015dcaa8bc79e91e8badf,,1
01a4b6df6538b6c280e46012a1b951bc8d101500,,1
01a518c661e0185442b1ed2f4cd5fe1658617268,,1
01a59e2397f4bac60390cc16b2c0bbaa4cde7ac4,,1
01a949b856e62c6fbaca830d90fb6ef71a0bc315,,1
01aa5443e727d7f1f110f0d29e876fad4db11bbb,,1
01ab11582c17dc583d44dffdb6bbefc2606f42f2,,1
01aba53cf7dc59b916c7a1a8cb599827a2075c6f,,1
01ac981863552d0597bf27c719f20d16892a860a,,1
01ae97540f649669198f6b404e1d43c638b651a6,,1
01b021faf93feb5fd458373e74817d0c26f41445,,1
01b1e11dfffeb690d05c32abc901e435ac5e9862,,1
01b87d99990bd46f0e57864e6ace706d22894535,,1
01b97d96edf2a9ba646724aa65c955a150a1ae0d,,1
01c0dcf709e15e6e3d4a1342a6b46718a0d04682,,1
01c0e934d38e68b4a514da409ae6453513b9d795,,1
01c25c53e27097c8a84e8b75bd71b5773a12f09a,,1
01c34eee667c7d2b2169b5f959cc550eca48ed70,,1
01c49abb426c056fb20be48fc631489204547952,,1
01cb9394d559b3c94a66518599e65b30b9079f7c,,1
01cc035b57c4400de8b7b01ae646c0eb8278fb01,,1
01cc05c5374298702583d3b47924bd65597797c5,,1
01cd1e1c907fc9ecdff67279c1c2c14dbe82687b,,1
01cf1c8d304340b25a81aaff286c01647f4dfb7b,,1
01cf81ea3b6a3be3ac10bd5d7184a6c3c96c79f2,,1
01d3f762a3512dcad038ff31f7adfd0ab3832474,,1
01d5c1ce33d1b738d7bfa053e67a4f2e71cff777,,1
01d71b811aa4fe93d304617f8e9dd6c063101c23,,1
01d7b92925796fd71461d821ee62fa55eaaac4fb,,1
01dc2d0e54b57852b594c44edbfde1daa25e746d,,1
01dd0d29162d36cffcccc5438a9e562ab766fde6,,1
01dd9c60e372532476a10615b3e87ee9c0e9ac69,,2
01deaf45abbead717d30cf58478b0d7f7fbba53f,,1
01e0994a49183ad6ce34670c5a7b1b068cb0b83f,,1
01e8aca70b71edfab0dce3b5604ae99ab41845de,,1
01e93e69e911485e3bc425e162a0158e642cd85c,,1
01eccd51472982a47329ed57bff273f494c3e2a0,,1
01eda6099dd0ab36f1ee4c977f386fe833fdef46,,1
01f0061bd4cbc9a5a18c401c253f61454740f4cd,,1
01f561c77661c43bf69b62a3931c048d9f46848d,,1
01f62fa7bffd0c9b515752d00d41b83da1ca0979,,1
01f66e2ffa7d53ed155c1ea6d668f741b2ea86bd,,1
01f7d250f474334fdc275c1e8d926fa9a5149b4d,,1
01f8586bd2100758860c169235a34cbde4c680ef,,1
01f86d7802ef7e32357b1e5e8ce236ccc658736e,,1
01f88600dec191b17c4d44ec7d42f1ffc7c1da34,,1
01f914e0aff707f5b6545910a64790f4a69e6798,,1
01fe340323556be6f6d8c8b942aeaa9b2b7189a0,,1
01ffbe548fe3ed561bbc7c93477d22dbfb010936,,1
02035e3e9745789acc069de6b1bd1264fb40b9c4,,1
02036ae947a5a8f17565629b363cc6e435501129,,1
0203c5555bb51c4bca6c68ee1b2b71dd59af6121,,1
02048493fe40e730624fc391c7ab66f88e484c0c,,1
0207212671fcc9856e599ffc09dd0c08cb68588d,,1
0207dd8b01dd35a2b6de68907523e96516930918,,1
0208af8d9f585d496215bb7b404bbf921c343ee8,,1
02102d4971393b68ff2f27def5b5f56f03584689,,1
0210ab77601628e64cc74d706526bc10de13b04d,,1
021454b568268701be7ca3b85b93707c39165631,,1
0215e4256d349814143385b69769d4f02b92a43c,,1
021600fc4aef2c744312745018a4f72370383543,,1
0216c3d3e658dae99c49fc0f091f48053016d1aa,,1
021808a97675de0a4d02e69f1a4f98978c52980f,,1
021b67ed84ebef5f91dde83f76e908220161df7a,,1
021bb53025a9844be5ff51a3150c93240b0c050f,,1
021d1245b49859f3f96a7e2cf0980301011c9139,,1
021dfb96bd1ed44a40d3696f9fa574927aec80ad,,1
021e0b58b621bce91599f753c97451e4bb15e7cc,,1
021f36ff819cd3136bb5d3b544f9056d8e780167,,1
021f960a48567f1c08949ee8dc5adf172ec6a5be,,1
0223a594311230cff4bc91cbd72147801dae39fa,,1
022b10b04815dda33822f62a40a45e2f7669d8d3,,1
022b39bf8f4f2673c1062977893cbdfbf3f1068c,,1
022b94b7b5bec05b7497b1c24a974a1d2ccba54c,,1
022ba333a33793d4714f8b65e9487932e05c1728,,1
022e67d960750b9d657d1208667868d4c638e34d,,1
023360ad9a0e6f64adc0f23cc6e155bd31688d4b,,2
023509b75900c956067b77359fe26d85765779dc,,1
02365856b1abfa04d4d2b20caba770ee1715a2e2,,1
0239405090e6270789826b75b2967d7f8f7d8ae8,,1
023964f9bd51d4645d8539ff337da248179cb0a0,,1
023aeb370f369d54712a1673942b85994e041beb,,1
023c54654733ad39c9444f1cd0490bafe9fde333,,1
023c5a4f43c5f2297663291655d045d2cc65bbc5,,1
023cc9d3c26053e7f147e92132a901b47661afe2,,1
023e5e3c7d75cee2bdf9a4f5e63e569cb7658740,,1
02440a78d27866b8ecaaba3655058b744d134c9e,,1
02442aac7774054289f10083fccc68cac6cacd5a,,1
02451cdc2083deb0240404dde58b577a6856c727,,1
0248cb57c4d40b8f27e8c0cca49010de2ba271a8,,1
024a0a6eaa6af58ec10b68ff59a4011f65d5b050,,1
024b3f6bfd946c7deaf0b86deb56f69021cbafd6,,1
024c47a74c46766d57ad66c11f3883d22d5390ac,,2
024c71babeb686ca9bdb3b5b80fdef3ee3eddfe8,,1
024ccca5a2fe2d9783a4f56e2f5b46c3305daf89,,1
024e6b8ec44a3745b7ec2ef0360f1866db9e7c49,,1
024fec3d238d872c1b8262de4c7a30fa599b71b4,,1
0250346197d6e94c178f046fc618cc671c71cd4b,,1
0250f76e647c1cccd1c73a346b07a0581f7f42a3,,1
0251c97c7b607bebc3317c018de8d4c036aad12c,,1
0253786c6e472dcb68c557eb6d7d3116a27d6607,,1
0255d5519ad165b6370773e65074b2618937d86f,,1
02581a84fd90bbb4f65b2e839406c8e81f42c418,,1
0258a62158c40bd19392683af30b233336e3f75b,,1
0258daf209d53b1659d0cd03e1bcb168b9dcd32b,,1
025951f751a9eb89773c5bb96cf8adc6f876848f,,1
025ac41c87e4916e96914ce2dd08b9d94f7b7ecd,,1
025ae1b5833d28abe7c8d2d96f4de87502b47445,,1
02611a27d52f7fa758b1c6d80e5d42e8795c6c0e,,1
0264409fd6e2439207ad7a48f1c2e4cac1b2ebd3,,1
026699bd2e2b5144274fdbc0d7835009e5f2b9b5,,1
026874f841575b5ef903b3452b6de14d1316f719,,1
026913d2f59b8d0fb477997d7d332b921e618b2f,,1
0269f7537c53f90412dfe550f21a229cc55588c8,,1
026bb4986374e50e552b83d93299eabee94c2bc1,,1
026c1351997a7950f19faeaac58bec2226d8caa9,,1
026c1636e2cd50de1237f192377741e61510e937,,1
026cc99ef8932af6281a3c853b6ed410656d0225,,1
0270cfe1521c16d2278085f5499182e23ad60abd,,1
0275db6dd70d083ce2d18311f824cd699532a46c,,1
0277d625c64b0e57830b70b80da532a69140b2e1,,1
0278a5c660788d4290dd7552fdd080c77ed63080,,1
0279ff4bcf9f0e082743974bf170b34bb8d7ebb0,,1
027a8c8c8f01df04df0b763a2ccd4de9bc3edfad,,1
027b971ba69e9dab6815d1f8179816ac201775a6,,1
027f3e4ec28ad4cba1d0cb88f948063119adbb41,,1
0280e9bb71f41fb0cc8cf4334e85f24682a2fa69,,1
028189fe42c6d9c9475836b098dbd8d561f0df5f,,1
0282186644be14d03feb864ce80662c1b0387fbb,,1
028357aa8b0ee6c9d211dbfec7fe468077578b42,,1
0283b2f24b48ce17893d41708e54e5fa808a4b86,,1
028476e2dc8686a0fd17fe020cc07c7a0947495c,,1
0285851630385c52f131484a7d8b1d0ae850b535,,1
028dfee3adfea71404d4e43f3152e6f4534c6e8d,,1
028e762d20eeaf0eb3d3fcf9e152d5be1757a841,,1
029010b0bb18850633dd67b1cd0e66ae84cc4fa9,,1
0291964de352e8bd10d4ec6adaec891bf369bd99,,1
02925aeb6279ce3b849621f7058732c9972a3a1d,,1
029b447f30c0591aab810648ec49620c552cfee7,,1
029cac0e6adb6101b0a29e4ca49e2eb17f1789b5,,1
029d191aa2574e2a75426f0bbf1bcc86c538d266,,1
029f40ab8aeb3a63c8ec5980820a4e52db24e667,,1
02a0ee8f7d1f560d1553ccc4cb1c4e03278c3070,,1
02a2474f402ebff72f6edd5e9051aa191df69a87,,1
02a2d76674ee943028adbb995d4a844a673e2b15,,1
02a307225c8af5de856ecb447442330268ef5ec6,,1
02a497ff54047258d1cefa07a27872c77c9f8cf1,,1
02a4e9dd13fa17568421b4dd99f63e6000bb3a7a,,1
02a6ed94418c2eb5c417ba7fad445bfa2cdcea01,,1
02aa5fc6484dd251731b24c9720767db2a343289,,1
02aca26d78ee92d14d3babe5c51776f18e6c6735,,1
02b3167fcdf1e37afb8aa7ed421669032f343d3a,,1
02b515c458b7278c49704aa402aa96f8b01b33c7,,1
02b64bd8d7b6c4ab252557d5908c825f75337b9a,,1
02bb9dd736e0b2efe127063777ac2add5e5edd31,,1
02bc7288722062c6cf2efb847b66a4e4633be313,,1
02bd6caf27f62be1a0c366c96acfd7b4dbca5230,,1
02c0d133e3644c3d3ab42ce9e018ddf18ba86375,,1
02c191d5fb97ae483c50e624a2b042df07c184af,,1
02c342b9c409446a2d9daa9239bf47036c3c809d,,1
02c53698926084da28759a81d755bd886222a14c,,1
02c5d12b5aea0f7fb463e7065a02cace3811bd1b,,1
02c60c7c217ec85362d3e8b1b9c7e09e850a0d35,,1
02c77784b16598171cb350420760096170a21ab8,,1
02ca3789656e764576f55e0637be8e864415c639,,10
02cd7bc10d305f616287d19f0786fc7cc5e53942,,1
02cecce9f6a6026e67a2836a196a99ef146d17b0,,1
02cfbbeb5fecda2896c02d141c51c66e0bc3de62,,1
02d331f2da2572212acd9c00bd5dff40f48b8ff5,,1
02d5ba002e069a6217ba2944ef3c245aba9250c4,,1
02d5c405e86fd997f9282116cc0a752695ac807c,,1
02d5e318d31fe651bda7d510fff828e6ed076b48,,7
02d879f4372d9f027a83666dc883eb211ed8cc02,,1
02da93127d5d994f9c9c9dae33a8aab34146c088,,1
02db1d55471144f506c3d8d93ef13e3f8e6bc1a7,,1
02db73b1d942876fc11edc48bba1485f859a168d,,1
02dd3530bf1dadb096ff02a8f3d16236436820e6,,1
02dd41f42ed729f16155b19392e7d6f4ad6fb0bf,,1
02dda080d2f3c334f2b18516ba0bf992afaae004,,1
02e037af6ea2bf6d47720f37db0acf1c510e01a7,,1
02e18d8bd47ea99829e741ac666067a9c1893b6f,,1
02e470cc7e5d256f61762f8c6a62a44ab7f87818,,1
02e85c78b63dee2153dabe7a974709c2af6e2ff5,,1
02e888c1a89d1026a653b720a1e77cfd609a74f5,,1
02eb02417da36d0295af4d1ce51355fe2e5dbf32,,1
02ed45d1c2ef232351c42ac6e6d312a252cb903a,,1
02ee56f28e2ca1fe06051d52d8c3d517294e3152,,1
02ef07893a368e6ca10976fa4cf79e7b81380575,,1
02f06730727219b5c83476940a6d55eaf0477fd8,,1
02f1ce729f46eb37e2bded453aec8c59be9c1703,,1
02f2e8b5b850272e3bf90b3e5d7f4d58555408b5,,1
02f3cfab602e594c488bc90dab004810d6004785,,1
02f514d42a2af576fb13b0c931e80331bdbfc164,,1
02f54c5030dca8689fd1a984258c02bd71722395,,1
02f6805d7031e877c5b8d0f55ed7783f0b8d897c,,1
02f76cd7b5312f7e3fca1bff5a7a3dc73a4e9eb9,,1
02fb0d227f87f162fa4431f25f7fa6078d75261c,,1
03025e7d96d2ecaf7702666259ba76cd8fd9904d,,1
03027f5e0a7ce86b3d63ada4c9807ee99df06e86,,1
030450c134aae3fc19d57ee50f374196e63d1241,,1
03052f936d300408ee0803ef2fe1eb85eb82240a,,2
0305b2126166bdb08bb7173b19b86168d2571ceb,,1
03072b6b23e43fc7533f6b0424c526bd5eba6d13,,1
03078bd96a307ceebf4282c5ce581b57fa3187c2,,1
03082ba0420f07b0499c57031db9eeea4936e11d,,1
0309f8caec584175d34dab135f5d99d36459672f,,1
030a4963b604cebef840126057e112ec255edb1d,,1
030cc3267e8a03a344026bd5de92201e530ced06,,1
0310191b1ee38354d605c2f91472c5a5f3d4e1a5,,1
0313624a7bc95176603adf186f1c60a542e108e6,,1
0316484b43e705281a5ce4df2531325af92fd2ac,,1
03190b11b7a62c0c6dbcb99583b7bce789e103bb,,1
031bd78fa696ab6e09eada6192d0c9ae9f32e804,,1
031e7ba27727a61104fb00c5bc4d5e251f2dfa2b,,1
031f196956199563038d865e69b505a358b742a7,,1
03202bf2d52289dc0c0ff7d7bb32bf3834bf6a85,,1
032081db6457ef7d23351316ad5a443c866d5e96,,1
0320d5c10e7e38c1687a693bd890bd33a391304b,,1
0321911d2149ddfc8bfbbbad0c4bd8dd7aa18c39,,1
03234eb606b44f3507b4ec3b547a0e4849e27beb,,1
0324a6164384f88937236e54f1b10f8298969415,,1
0327d7c70aeea6779bee8eb28af5e415012280f2,,1
0328c86a75d8c52e21a6a89926cf4305d1196416,,1
0328cf93837fe1e0a1c82522b0bb4704e409a0af,,1
032a43e3ddd779e04fdc51169c331e26af74e2ce,,1
032ab9759fe8229878f7a955699b904c84ee19c9,,1
032bcb49d5f6588ce1f0464717eae3071a6bb763,,1
032bfca34f15c84d2d77a07044912acc2b2ef036,,1
032c5c07f53d25d786a0feb9eeb9f499db2b5852,,1
032f41ee3103f58c444457c0b3daf9a13b1ca3ee,,2
033235621318c12c1e47bf9e87e5d2fa8ca1c9b5,,1
0332cd9384fc8e8955fdd47daa6d621b4757f8b8,,1
0333c96fe39db5295659db1076746fdc6bad85b3,,1
0336bd1967f8583e4867833c8b7442699b04547c,,1
034006c11bdd2bbb040cd63bb00f45816987b5f0,,1
