src,tgt,score
0003d9018dabbba699ac4662ebdda44963099745,2354f4de5aa949354391b56cf143ec2129a2483d,0.8303555846214294
0003d9018dabbba699ac4662ebdda44963099745,4ad600bbef627c18dafbcc57f4c050deb50b0244,0.9170552492141724
0003d9018dabbba699ac4662ebdda44963099745,ead0c0e93eaa2be252a38227be47d055ab565d91,0.8303555846214294
000b847fce7d1d824171bd16565964cafceedcbf,097656f0b7818b665cbd8e10d621afdcd5869881,0.9871076345443726
000b847fce7d1d824171bd16565964cafceedcbf,c03135663367ae27b3d14eeb43c273aa921f3cd1,1.0000003576278687
000dbea84b1af25c0626efbd07a1e9dc3932e32d,04143299db34faa1190cc4dfce60b398c027d5e8,1.0000001192092896
000e1a083165339f4497ea7cb67c79f6edd9b81a,00861b5f859eb3146203691790641cea7bf6bc38,0.8680222034454346
000e1a083165339f4497ea7cb67c79f6edd9b81a,0a29fe80e4e6ef900524f678b29d2ba922fae616,0.883518397808075
000e1a083165339f4497ea7cb67c79f6edd9b81a,3bb356f914b569162bea550a9f6966cba07fc88c,0.8256707191467285
000e1a083165339f4497ea7cb67c79f6edd9b81a,812269c6a554fe6de3950b218bd4721a066dd0d7,0.8803526163101196
000e1a083165339f4497ea7cb67c79f6edd9b81a,ca54e355db2dcb7bc272b3c50e6b6aee44e369ea,0.8717594146728516
00100e3827ee0856d123493bef67ae9b3f028e35,792d4b7470df5bb97fac7e1cd7383e4750e418ec,0.9999998807907104
00100e3827ee0856d123493bef67ae9b3f028e35,c0a725851734629aef0f03adadfe6486966476be,0.8247922658920288
001189b8ba642e7d3566f1ea4f076caf68b046f7,7e6b0411a05c7daa73f9a72e078d8885af1cec06,0.8263718485832214
001189b8ba642e7d3566f1ea4f076caf68b046f7,001189b8ba642e7d3566f1ea4f076caf68b046f7,1.0
0013d1b9063b6937bde03a5179d9386d292bac80,dc5df3b97ffbf1b666ba53fdace80075feb4290f,0.8200331926345825
002131bf60d31f03306f2c27c25a65a4db46a1b6,002131bf60d31f03306f2c27c25a65a4db46a1b6,0.9999998807907104
00247d9d59b5ecab3a7de1057b474e0862b507a2,6ff5f2a3573a30d22422423421df488f167438ce,0.9657050967216492
00247d9d59b5ecab3a7de1057b474e0862b507a2,00247d9d59b5ecab3a7de1057b474e0862b507a2,1.000000238418579
002a37af3197c60caaaa39c1fe61ad3fc0fd6e5e,ccadd7394bda1f3e99d25659034cb0f6810f013e,1.0000001192092896
002a37af3197c60caaaa39c1fe61ad3fc0fd6e5e,002a37af3197c60caaaa39c1fe61ad3fc0fd6e5e,1.0000001192092896
00347c452b4dbe06f86e1529c576ba6ca1c274bb,aa6f1b68b57b7aff5b1e979baa18bd08c7692a83,0.9480299353599548
0034e8c2b857eddd40cbe1f67f39f47793e7ad59,0034e8c2b857eddd40cbe1f67f39f47793e7ad59,0.9999999403953552
00384a2cbc2b6a7ec6eb6a259243cf1e30bd7aea,9522195db85f96a9116c7751427176585fe072c9,0.8641662001609802
003a394b997f19c72ad4062090e41a6e20f1d40f,3a437bb7cf0f3edb9630580489e3451b6ce7960f,0.8245795965194702
003e8ca259f00c6d6307c5b7adc5418e750e3fe9,22f74ba0fb9f6ae97741cfe92cbc439d0e979537,0.8561823964118958
003e8ca259f00c6d6307c5b7adc5418e750e3fe9,2bffb2cbfd1f1938f8516420b2b391889a90580d,0.8561823964118958
003e8ca259f00c6d6307c5b7adc5418e750e3fe9,64078b351bcd2564393fd5851d6d25756e3350f3,0.8423424959182739
003e8ca259f00c6d6307c5b7adc5418e750e3fe9,9c5fef8b6c2b73d9f5b9963d10b481ff01514221,0.8565175533294678
003e8ca259f00c6d6307c5b7adc5418e750e3fe9,c1ac907eeae9406ed461f8a768473b344644eecc,0.8420213460922241
004410070b328ef003e83f7b9e4eebb380e34466,3ac24eebbc55a989f5e81255ac8135289c2a7a89,0.9999999403953552
004acfc35de75b151730620081d2f9a2cf2e6dcc,2db01f4c6725e63a84d97cd326869dda63dc60b1,0.8513069152832031
004b8c4841cdac13dfef9b6d48343497f956056d,09eeb04b22123652b9fb469291b7c58e3f621f1f,0.8426111936569214
004b8c4841cdac13dfef9b6d48343497f956056d,1450f92a48b9ff6767ee09cfc8b8d3c024bfdec1,0.8283560276031494
004b8c4841cdac13dfef9b6d48343497f956056d,2aa31de47db6444d32ff38310c53507d8486bd3f,0.8426110744476318
004b8c4841cdac13dfef9b6d48343497f956056d,89cf1ac73d0830197ec9c93275e0603b8890c8a6,0.8321313858032227
004f35a942054cb2681766059f0e1357101e6b7e,004f35a942054cb2681766059f0e1357101e6b7e,1.0
005597494732edb8dbcede9318a3c4d73a542326,005597494732edb8dbcede9318a3c4d73a542326,1.0000004768371582
00563abc1852ff2cba6a4135195bddb790c81421,688ba4597728c6be3cec4bf4d64849ce74c752f1,0.8566441535949707
00563abc1852ff2cba6a4135195bddb790c81421,f3cf97049d663d8b2a97138e48c9a450ef09d1c4,1.0000003576278687
00577583f77c3793c6e2a41cfe9191d36025170c,c1da3125b53436f18eb947b988ede524228e03bf,0.962257981300354
005876ae5897777515e89361c3fbacc7d24c5fa5,1e64689e53d34af88282be50aafe4e018941a1a6,0.9919966459274292
005876ae5897777515e89361c3fbacc7d24c5fa5,5247ec9aad5ffad7d125a5f5bbc47ea571e9c237,0.9919966459274292
005eab58cfa4286898fd899c8924f1180ba582da,005eab58cfa4286898fd899c8924f1180ba582da,0.9999999403953552
0061aab44cc75deebd1bba1dae98f4d76066f2f4,0061aab44cc75deebd1bba1dae98f4d76066f2f4,1.0000003576278687
006282dff7c7f1889047073a24950b8c024b0a2e,006282dff7c7f1889047073a24950b8c024b0a2e,0.9999998807907104
